additive 	23 	[2312, 13229, 50435, 58433, 66506, 1002230, 1013737, 1017936, 1024883, 1028489, 2001852, 2005411, 2015007, 3001710, 8002178, 8003390, 10006597, 10007633, 10008808, 10009171, 10010622, 11001167, 11001437]
additive_smoothing 	3 	[1004177, 10007633, 10008808]
additives 	1 	[52159]
additonal 	3 	[8186, 15546, 6010529]
additons 	1 	[43710]
addl 	1 	[2002952]
addle 	4 	[52159, 9004949, 9006929, 9007240]
addleman 	1 	[8004289]
addlistener 	1 	[274]
addlst 	1 	[45097]
addmul 	1 	[8002814]
addneighbors 	1 	[5014939]
addnew 	1 	[6004040]
addnodes 	1 	[66034]
addnoise 	2 	[1020334, 3001825]
addon 	50 	[987, 4622, 8057, 24207, 40671, 52159, 66688, 1000004, 1000015, 1000562, 1000843, 1001678, 1001888, 1002231, 1003788, 1004770, 1013134, 1013568, 1022000, 2000047, 2000156, 2001487, 2006242, 2012756, 2015112, 4000105, 4000567, 4000860, 5004145, 5007941, 5010637, 5010947, 6002539, 6005169, 6016878, 6017024, 6017298, 6017998, 6019854, 6027616, 6028498, 6029209, 7000430, 7004996, 8005606, 10005273, 10005594, 11003070, 12000104, 12000171]
addonestar 	1 	[40013]
addonns 	1 	[1791]
addons 	67 	[987, 1791, 4622, 7072, 8057, 40671, 63469, 66688, 1000004, 1000088, 1000562, 1000701, 1000843, 1000984, 1001678, 1001888, 1002197, 1002231, 1007743, 1008522, 1009351, 1009975, 1012167, 1013342, 1013568, 1015720, 1020919, 1023669, 1029182, 2000039, 2000047, 2000156, 2001103, 2006242, 2013576, 2015112, 2017610, 2017815, 2017834, 2018733, 2019101, 3001561, 3001777, 4000133, 4000234, 4000446, 4000567, 5000019, 5010637, 5010947, 6015617, 6016878, 6017024, 6019854, 6023118, 6030035, 7000001, 7000430, 7004996, 8005606, 10000447, 10000520, 10005273, 10005594, 11003070, 12000067, 12000104]
